date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,DayMonth
2013-12-06,25.0,33.6,28.4,77.0,11.5,6.0,4.0,240.0,2.0,NW,96745,06-12
2013-12-07,25.0,35.0,29.6,71.0,0.0,4.0,5.0,360.0,2.0,NW,96745,07-12
2013-12-08,25.0,31.4,28.2,79.0,0.2,0.0,4.0,20.0,2.0,W ,96745,08-12
2013-12-09,24.0,32.6,27.8,81.0,6.9,4.5,6.0,300.0,2.0,S ,96745,09-12
2013-12-10,25.0,33.2,28.6,76.0,0.0,6.0,5.0,10.0,2.0,NW,96745,10-12
2013-12-11,26.0,32.4,28.7,75.0,0.0,1.5,10.0,270.0,2.0,W ,96745,11-12
2013-12-12,26.0,32.4,28.6,82.0,0.4,2.2,4.0,250.0,2.0,W ,96745,12-12
2013-12-13,24.0,32.2,27.6,86.0,32.5,2.0,4.0,170.0,2.0,S ,96745,13-12
2013-12-14,25.0,31.6,26.7,80.0,3.8,2.0,5.0,70.0,2.0,NE,96745,14-12
2013-12-15,24.0,32.0,27.7,73.0,31.9,1.8,3.0,350.0,1.0,N ,96745,15-12
2013-12-16,24.0,33.0,27.9,68.0,61.0,4.6,3.0,350.0,2.0,N ,96745,16-12
2013-12-17,24.0,30.2,26.7,78.0,0.4,0.0,2.0,360.0,0.0,NW,96745,17-12
2013-12-18,26.0,30.2,28.1,82.0,6.4,1.0,5.0,310.0,2.0,W ,96745,18-12
2013-12-19,25.0,33.4,28.4,80.0,5.2,2.2,4.0,200.0,2.0,NW,96745,19-12
2013-12-20,24.0,30.8,27.4,82.0,0.2,0.5,9.0,250.0,3.0,W ,96745,20-12
2013-12-21,24.0,32.0,27.8,78.0,1.0,3.5,7.0,240.0,4.0,W ,96745,21-12
2013-12-22,24.0,27.0,25.1,78.0,7.9,0.0,5.0,270.0,3.0,W ,96745,22-12
2013-12-23,25.0,30.4,27.1,81.0,0.4,2.4,6.0,280.0,3.0,W ,96745,23-12
2013-12-24,25.0,31.4,27.9,78.0,0.0,0.3,4.0,260.0,3.0,W ,96745,24-12
2013-12-25,26.0,32.0,28.1,88.0,5.2,2.0,5.0,290.0,2.0,W ,96745,25-12
2013-12-26,25.0,32.2,28.2,81.0,3.4,5.0,4.0,330.0,2.0,NW,96745,26-12
2013-12-27,25.0,32.0,27.3,80.0,0.0,2.2,4.0,320.0,2.0,NW,96745,27-12
2013-12-28,25.0,31.2,27.9,83.0,0.0,5.0,5.0,300.0,3.0,NW,96745,28-12
2013-12-29,25.0,31.2,28.0,74.0,3.2,3.0,4.0,350.0,3.0,NW,96745,29-12
2013-12-30,25.0,29.2,26.2,81.0,70.6,0.0,11.0,350.0,4.0,W ,96745,30-12
2013-12-31,23.0,29.0,25.4,89.0,21.3,0.0,4.0,300.0,3.0,W ,96745,31-12
2014-01-01,24.0,29.8,26.1,90.0,0.5,0.0,5.0,270.0,2.0,W ,96745,01-01
2014-01-02,26.0,32.6,28.5,78.0,0.0,8.0,4.0,340.0,2.0,W ,96745,02-01
2014-01-03,26.0,33.0,29.0,81.0,,5.0,4.0,350.0,1.0,N ,96745,03-01
2014-01-04,26.0,33.0,28.9,76.0,0.0,5.3,6.0,270.0,2.0,W ,96745,04-01
2014-01-05,25.0,32.6,27.9,74.0,25.0,2.5,8.0,240.0,4.0,W ,96745,05-01
2014-01-06,25.0,31.4,27.0,81.0,4.7,5.5,7.0,260.0,2.0,W ,96745,06-01
2014-01-07,25.0,32.2,27.7,81.0,13.7,7.8,3.0,290.0,0.0,W ,96745,07-01
2014-01-08,24.0,27.0,24.9,96.0,12.1,0.0,2.0,250.0,0.0,W ,96745,08-01
2014-01-09,24.0,34.4,28.4,72.0,0.0,6.5,6.0,280.0,3.0,W ,96745,09-01
2014-01-10,25.0,34.0,28.4,72.0,11.5,5.0,7.0,280.0,2.0,NW,96745,10-01
2014-01-11,24.0,32.8,28.0,82.0,31.5,6.3,5.0,350.0,2.0,N ,96745,11-01
2014-01-12,23.0,28.8,25.2,94.0,78.7,0.0,5.0,330.0,2.0,N ,96745,12-01
2014-01-13,24.0,28.6,25.8,91.0,17.0,0.0,4.0,270.0,2.0,W ,96745,13-01
2014-01-14,24.0,31.8,27.6,81.0,27.6,7.2,5.0,280.0,3.0,NW,96745,14-01
2014-01-15,23.0,28.4,25.0,88.0,5.5,0.0,7.0,310.0,2.0,W ,96745,15-01
2014-01-16,24.0,28.6,26.8,80.0,117.8,0.0,5.0,310.0,2.0,NW,96745,16-01
2014-01-17,23.0,28.0,25.3,92.0,147.9,0.0,6.0,360.0,3.0,NW,96745,17-01
2014-01-18,23.0,27.2,26.0,86.0,94.6,0.0,5.0,300.0,2.0,NW,96745,18-01
2014-01-19,23.0,28.2,26.9,82.0,12.8,0.0,7.0,320.0,3.0,NW,96745,19-01
2014-01-20,23.0,27.8,26.1,85.0,82.1,0.0,4.0,270.0,3.0,W ,96745,20-01
2014-01-21,23.0,25.6,24.1,96.0,25.0,0.0,4.0,260.0,2.0,W ,96745,21-01
2014-01-22,25.0,28.8,25.9,85.0,84.7,0.0,5.0,350.0,2.0,N ,96745,22-01
2014-01-23,24.0,27.2,25.4,90.0,13.0,0.0,7.0,250.0,3.0,W ,96745,23-01
2014-01-24,23.0,28.8,26.1,84.0,25.5,8.0,4.0,320.0,2.0,NW,96745,24-01
2014-01-25,23.0,30.0,26.2,86.0,11.4,8.0,5.0,340.0,2.0,NW,96745,25-01
2014-01-26,24.0,30.2,26.7,85.0,0.5,5.3,5.0,320.0,3.0,NW,96745,26-01
2014-01-27,25.0,27.8,25.5,88.0,16.2,0.0,4.0,320.0,2.0,NW,96745,27-01
2014-01-28,24.0,28.8,26.4,85.0,50.0,0.0,5.0,330.0,3.0,N ,96745,28-01
2014-01-29,24.0,29.4,25.8,86.0,0.0,0.4,5.0,320.0,3.0,W ,96745,29-01
2014-01-30,26.0,30.2,27.5,82.0,6.7,3.8,4.0,330.0,2.0,W ,96745,30-01
2014-01-31,25.0,28.4,27.0,79.0,9.6,0.7,6.0,330.0,2.0,W ,96745,31-01
2014-02-01,24.0,30.0,26.9,84.0,12.5,4.0,5.0,330.0,3.0,NW,96745,01-02
2014-02-02,23.0,28.0,26.3,83.0,41.4,0.6,4.0,320.0,2.0,NW,96745,02-02
2014-02-03,24.0,28.0,25.4,89.0,95.7,0.0,3.0,330.0,1.0,NW,96745,03-02
2014-02-04,24.0,29.0,26.2,86.0,60.4,0.2,4.0,290.0,1.0,NW,96745,04-02
2014-02-05,24.0,28.2,25.6,94.0,108.2,0.0,3.0,260.0,0.0,NW,96745,05-02
2014-02-06,25.0,30.0,26.7,88.0,2.5,1.0,4.0,350.0,2.0,N ,96745,06-02
2014-02-07,25.0,29.4,27.0,83.0,0.0,,3.0,310.0,1.0,NW,96745,07-02
2014-02-08,24.0,29.0,26.5,88.0,17.1,0.0,5.0,300.0,2.0,NW,96745,08-02
2014-02-09,24.0,31.0,26.9,88.0,39.7,1.2,5.0,270.0,2.0,W ,96745,09-02
2014-02-10,24.0,31.0,27.2,84.0,10.1,1.5,3.0,280.0,1.0,W ,96745,10-02
2014-02-11,25.0,32.0,27.6,84.0,0.0,2.0,2.0,350.0,0.0,N ,96745,11-02
2014-02-12,26.0,31.6,28.4,79.0,0.0,,4.0,350.0,1.0,N ,96745,12-02
2014-02-13,23.0,31.3,28.8,78.0,19.8,7.4,3.0,300.0,1.0,N ,96745,13-02
2014-02-14,24.0,31.6,26.9,82.0,6.8,4.0,6.0,280.0,2.0,NW,96745,14-02
2014-02-15,24.0,27.6,25.2,85.0,13.1,0.0,3.0,310.0,0.0,W ,96745,15-02
2014-02-16,25.0,30.8,27.2,83.0,0.0,1.2,3.0,280.0,1.0,W ,96745,16-02
2014-02-17,24.0,32.4,27.7,82.0,24.5,5.6,3.0,330.0,1.0,NW,96745,17-02
2014-02-18,24.0,29.8,26.1,88.0,,1.3,5.0,310.0,1.0,NW,96745,18-02
2014-02-19,26.0,30.8,27.6,84.0,0.0,1.8,3.0,350.0,1.0,N ,96745,19-02
2014-02-20,24.0,32.8,28.7,80.0,49.0,8.0,3.0,260.0,1.0,W ,96745,20-02
2014-02-21,24.0,29.4,26.0,88.0,21.7,0.3,2.0,350.0,1.0,NW,96745,21-02
2014-02-22,23.0,27.4,24.1,95.0,48.1,0.0,3.0,340.0,1.0,NW,96745,22-02
2014-02-23,24.0,30.4,26.7,84.0,11.6,6.5,3.0,360.0,1.0,N ,96745,23-02
2014-02-24,24.0,30.0,26.4,83.0,51.2,0.6,3.0,360.0,2.0,N ,96745,24-02
2014-02-25,24.0,30.0,26.7,86.0,35.3,2.4,3.0,20.0,1.0,N ,96745,25-02
2014-02-26,23.0,27.0,24.6,96.0,65.9,0.0,3.0,60.0,1.0,NE,96745,26-02
2014-02-27,23.0,28.4,25.2,92.0,9.0,0.0,2.0,90.0,0.0,E ,96745,27-02
2014-02-28,25.0,30.4,26.4,86.0,0.0,,4.0,340.0,2.0,E ,96745,28-02
2014-03-01,24.0,31.0,27.8,82.0,25.8,4.5,4.0,320.0,2.0,NW,96745,01-03
2014-03-02,24.0,31.6,27.6,82.0,0.0,7.7,3.0,300.0,1.0,N ,96745,02-03
2014-03-03,26.0,32.6,28.4,77.0,0.0,8.5,3.0,360.0,1.0,NE,96745,03-03
2014-03-04,26.0,33.0,28.9,76.0,0.6,8.7,4.0,340.0,2.0,N ,96745,04-03
2014-03-05,25.0,31.6,27.7,81.0,,0.3,4.0,300.0,1.0,NW,96745,05-03
2014-03-06,25.0,32.8,28.4,78.0,3.4,5.5,3.0,340.0,0.0,N ,96745,06-03
2014-03-07,25.0,31.8,27.5,80.0,0.0,3.3,3.0,340.0,1.0,NW,96745,07-03
2014-03-08,26.0,30.6,28.2,81.0,,0.7,3.0,340.0,1.0,NW,96745,08-03
2014-03-09,25.0,31.0,28.1,81.0,7.0,1.2,4.0,320.0,2.0,W ,96745,09-03
2014-03-10,24.0,28.4,26.6,89.0,12.8,0.0,2.0,340.0,0.0,N ,96745,10-03
2014-03-11,24.0,28.4,26.4,89.0,19.7,0.0,4.0,330.0,0.0,NW,96745,11-03
2014-03-12,24.0,29.6,26.0,90.0,9.1,0.0,4.0,270.0,2.0,W ,96745,12-03
2014-03-13,24.0,31.8,27.5,85.0,26.2,0.2,3.0,360.0,0.0,N ,96745,13-03
2014-03-14,24.0,31.0,27.0,86.0,,4.5,3.0,350.0,1.0,W ,96745,14-03
2014-03-15,26.0,32.0,27.7,83.0,0.0,3.6,5.0,10.0,2.0,N ,96745,15-03
2014-03-16,26.0,32.2,28.6,80.0,0.0,4.5,3.0,270.0,0.0,W ,96745,16-03
2014-03-17,25.0,32.4,28.0,83.0,1.4,2.5,4.0,80.0,1.0,E ,96745,17-03
2014-03-18,25.0,32.2,28.0,83.0,0.4,4.0,5.0,180.0,2.0,NW,96745,18-03
2014-03-19,26.0,32.2,28.4,78.0,0.0,5.5,4.0,290.0,2.0,W ,96745,19-03
2014-03-20,25.0,32.7,29.1,78.0,1.9,3.5,3.0,350.0,1.0,N ,96745,20-03
2014-03-21,25.0,32.0,27.9,79.0,0.0,2.8,5.0,300.0,3.0,W ,96745,21-03
2014-03-22,25.0,32.2,28.2,80.0,6.7,4.5,3.0,280.0,1.0,W ,96745,22-03
2014-03-23,25.0,29.4,27.3,84.0,15.0,0.7,2.0,270.0,1.0,W ,96745,23-03
2014-03-24,26.0,32.2,28.3,79.0,0.3,5.0,5.0,10.0,2.0,N ,96745,24-03
2014-03-25,24.0,30.2,28.0,82.0,24.3,0.0,4.0,330.0,1.0,NW,96745,25-03
2014-03-26,25.0,29.8,26.8,85.0,,0.0,2.0,330.0,1.0,NW,96745,26-03
2014-03-27,26.0,30.4,28.4,82.0,0.0,8.0,3.0,340.0,2.0,N ,96745,27-03
2014-03-28,25.0,33.4,28.9,76.0,8.4,7.6,3.0,340.0,2.0,N ,96745,28-03
2014-03-29,25.0,34.2,28.7,77.0,16.8,8.0,4.0,50.0,2.0,N ,96745,29-03
2014-03-30,26.0,33.4,29.2,75.0,0.0,5.4,3.0,90.0,2.0,E ,96745,30-03
2014-03-31,26.0,34.4,29.8,75.0,0.0,,5.0,60.0,2.0,E ,96745,31-03
2014-04-01,26.0,34.2,29.4,78.0,0.0,7.0,3.0,90.0,1.0,W ,96745,01-04
2014-04-02,25.0,34.0,29.6,78.0,,7.0,3.0,40.0,0.0,N ,96745,02-04
2014-04-03,26.0,34.2,29.6,75.0,0.0,6.7,3.0,40.0,0.0,NE,96745,03-04
2014-04-04,25.0,32.6,27.5,84.0,22.4,3.2,3.0,330.0,1.0,E ,96745,04-04
2014-04-05,24.0,33.6,29.3,75.0,0.0,,3.0,20.0,2.0,N ,96745,05-04
2014-04-06,25.0,32.4,27.9,81.0,0.0,7.0,4.0,340.0,2.0,N ,96745,06-04
2014-04-07,26.0,34.6,28.5,76.0,1.4,3.8,4.0,310.0,2.0,SW,96745,07-04
2014-04-08,27.0,35.2,30.0,72.0,0.0,,6.0,270.0,2.0,W ,96745,08-04
2014-04-09,26.0,33.4,28.8,76.0,23.2,4.2,5.0,330.0,2.0,SW,96745,09-04
2014-04-10,26.0,32.1,28.0,75.0,0.0,0.4,4.0,290.0,2.0,W ,96745,10-04
2014-04-11,26.0,32.6,28.6,74.0,0.0,4.7,3.0,360.0,1.0,N ,96745,11-04
2014-04-12,25.0,32.4,28.4,76.0,,0.4,5.0,280.0,2.0,W ,96745,12-04
2014-04-13,26.0,33.0,28.4,74.0,,4.0,3.0,220.0,2.0,SW,96745,13-04
2014-04-14,25.0,32.1,27.8,80.0,4.4,3.0,3.0,220.0,2.0,W ,96745,14-04
2014-04-15,26.0,32.6,28.7,78.0,0.5,2.0,6.0,270.0,2.0,W ,96745,15-04
2014-04-16,26.0,33.2,28.6,76.0,0.9,2.4,3.0,180.0,2.0,S ,96745,16-04
2014-04-17,26.0,34.0,28.5,76.0,2.0,5.7,4.0,330.0,2.0,N ,96745,17-04
2014-04-18,25.0,33.7,28.2,80.0,6.9,7.0,3.0,350.0,1.0,N ,96745,18-04
2014-04-19,23.0,33.4,28.0,80.0,53.5,5.5,9.0,200.0,2.0,W ,96745,19-04
2014-04-20,25.0,32.8,27.8,82.0,1.8,3.4,3.0,360.0,2.0,SW,96745,20-04
2014-04-21,26.0,33.4,29.0,73.0,0.0,5.2,6.0,260.0,3.0,W ,96745,21-04
2014-04-22,25.0,34.8,28.4,76.0,45.5,7.2,5.0,130.0,2.0,W ,96745,22-04
2014-04-23,25.0,33.6,28.8,78.0,0.0,7.0,4.0,150.0,2.0,W ,96745,23-04
2014-04-24,25.0,35.0,29.9,69.0,0.0,8.0,4.0,280.0,3.0,W ,96745,24-04
2014-04-25,27.0,35.0,30.4,64.0,0.0,6.5,4.0,260.0,2.0,W ,96745,25-04
2014-04-26,26.0,32.8,29.0,78.0,0.0,4.0,4.0,250.0,3.0,SW,96745,26-04
2014-04-27,25.0,32.8,28.5,77.0,0.0,3.0,5.0,230.0,2.0,NW,96745,27-04
2014-04-28,26.0,33.6,28.8,78.0,3.0,6.3,4.0,360.0,2.0,N ,96745,28-04
2014-04-29,26.0,33.8,29.4,76.0,0.0,5.0,4.0,350.0,2.0,N ,96745,29-04
2014-04-30,26.0,33.6,29.6,73.0,0.0,4.6,3.0,330.0,1.0,NW,96745,30-04
2014-05-01,26.0,33.4,29.0,75.0,0.0,2.4,3.0,200.0,0.0,N ,96745,01-05
2014-05-02,26.0,34.0,29.4,74.0,0.0,4.0,3.0,220.0,1.0,S ,96745,02-05
2014-05-03,27.0,33.6,30.0,75.0,0.0,3.2,4.0,90.0,2.0,E ,96745,03-05
2014-05-04,27.0,33.6,29.3,74.0,0.0,5.0,4.0,80.0,1.0,E ,96745,04-05
2014-05-05,0.0,35.2,30.1,75.0,0.0,4.9,5.0,90.0,2.0,NE,96745,05-05
2014-05-06,27.0,34.6,30.2,75.0,2.5,4.7,5.0,90.0,2.0,E ,96745,06-05
2014-05-07,26.0,35.0,29.9,79.0,4.4,4.6,4.0,10.0,2.0,N ,96745,07-05
2014-05-08,26.0,33.2,29.1,80.0,0.0,3.0,4.0,60.0,0.0,NE,96745,08-05
2014-05-09,27.0,34.4,29.9,74.0,0.0,3.8,4.0,300.0,1.0,NW,96745,09-05
2014-05-10,28.0,32.9,30.0,74.0,0.0,0.1,2.0,340.0,0.0,N ,96745,10-05
2014-05-11,26.0,32.6,29.1,79.0,0.5,0.0,3.0,90.0,1.0,E ,96745,11-05
2014-05-12,26.0,33.4,29.5,78.0,0.0,3.5,4.0,90.0,1.0,E ,96745,12-05
2014-05-13,25.0,33.7,29.9,76.0,12.1,4.2,4.0,10.0,1.0,NE,96745,13-05
2014-05-14,26.0,34.0,29.5,74.0,0.0,4.1,4.0,20.0,2.0,N ,96745,14-05
2014-05-15,25.0,33.0,28.9,77.0,5.6,3.5,3.0,350.0,2.0,N ,96745,15-05
2014-05-16,25.0,34.3,28.9,74.0,4.8,4.5,5.0,60.0,1.0,E ,96745,16-05
2014-05-17,25.0,33.2,28.6,77.0,0.0,2.7,4.0,100.0,2.0,NE,96745,17-05
2014-05-18,26.0,33.8,29.0,76.0,0.0,4.3,3.0,50.0,1.0,NE,96745,18-05
2014-05-19,25.0,33.8,29.1,76.0,1.8,4.3,4.0,170.0,2.0,S ,96745,19-05
2014-05-20,26.0,33.4,28.9,76.0,0.0,3.5,3.0,100.0,2.0,E ,96745,20-05
2014-05-21,26.0,34.2,29.5,75.0,0.0,4.2,4.0,330.0,2.0,S ,96745,21-05
2014-05-22,26.0,34.6,29.9,72.0,1.4,4.1,4.0,90.0,2.0,E ,96745,22-05
2014-05-23,26.0,34.6,28.7,74.0,0.0,4.3,3.0,90.0,2.0,E ,96745,23-05
2014-05-24,26.0,31.8,28.2,79.0,0.0,1.3,3.0,80.0,1.0,E ,96745,24-05
2014-05-25,26.0,34.0,29.2,75.0,0.0,3.5,4.0,170.0,2.0,E ,96745,25-05
2014-05-26,26.0,34.6,29.6,78.0,0.0,3.0,6.0,60.0,2.0,E ,96745,26-05
2014-05-27,26.0,34.0,29.9,75.0,8.5,0.0,5.0,90.0,2.0,E ,96745,27-05
2014-05-28,26.0,32.0,28.8,81.0,0.0,0.2,3.0,90.0,1.0,E ,96745,28-05
2014-05-29,27.0,34.2,29.5,73.0,0.0,4.0,4.0,90.0,2.0,E ,96745,29-05
2014-05-30,26.0,34.6,29.2,74.0,3.7,3.7,5.0,340.0,2.0,N ,96745,30-05
2014-05-31,26.0,33.2,29.0,76.0,6.7,1.7,3.0,360.0,2.0,N ,96745,31-05
2014-06-01,25.0,33.6,29.3,74.0,0.0,3.9,3.0,90.0,2.0,E ,96745,01-06
2014-06-02,26.0,34.0,29.5,70.0,0.0,4.0,4.0,80.0,2.0,NE,96745,02-06
2014-06-03,27.0,33.8,29.4,73.0,0.0,4.4,4.0,80.0,1.0,NE,96745,03-06
2014-06-04,27.0,34.2,29.8,72.0,0.0,2.8,3.0,80.0,1.0,E ,96745,04-06
2014-06-05,26.0,30.8,28.1,81.0,5.4,0.0,3.0,300.0,1.0,E ,96745,05-06
2014-06-06,26.0,32.6,29.2,72.0,0.0,1.0,3.0,60.0,0.0,S ,96745,06-06
2014-06-07,26.0,34.2,29.4,75.0,0.0,4.0,4.0,70.0,2.0,E ,96745,07-06
2014-06-08,27.0,34.2,30.0,72.0,0.0,4.0,4.0,90.0,2.0,E ,96745,08-06
2014-06-09,27.0,33.2,29.6,76.0,0.0,,4.0,80.0,2.0,E ,96745,09-06
2014-06-10,26.0,34.4,29.9,77.0,29.5,3.5,3.0,320.0,1.0,S ,96745,10-06
2014-06-11,26.0,32.9,28.7,79.0,4.5,2.9,3.0,40.0,0.0,NE,96745,11-06
2014-06-12,25.0,33.6,29.2,81.0,62.0,4.0,4.0,150.0,2.0,N ,96745,12-06
2014-06-13,25.0,31.2,27.1,86.0,4.2,1.0,3.0,340.0,0.0,S ,96745,13-06
2014-06-14,26.0,33.2,28.4,80.0,3.2,2.2,5.0,100.0,2.0,E ,96745,14-06
2014-06-15,25.0,28.0,25.9,92.0,25.4,0.0,3.0,350.0,1.0,S ,96745,15-06
2014-06-16,25.0,32.6,28.1,80.0,3.4,2.1,2.0,60.0,1.0,E ,96745,16-06
2014-06-17,25.0,31.6,27.8,84.0,0.0,1.5,3.0,350.0,2.0,N ,96745,17-06
2014-06-18,26.0,33.8,29.6,76.0,0.0,3.3,5.0,350.0,2.0,E ,96745,18-06
2014-06-19,26.0,31.0,28.0,74.0,0.0,,3.0,90.0,1.0,E ,96745,19-06
2014-06-20,26.0,34.0,28.9,77.0,0.0,3.7,4.0,70.0,2.0,E ,96745,20-06
2014-06-21,25.0,33.4,28.7,78.0,10.8,3.0,3.0,350.0,1.0,N ,96745,21-06
2014-06-22,26.0,34.0,28.9,76.0,0.0,3.3,2.0,340.0,0.0,N ,96745,22-06
2014-06-23,27.0,33.0,29.2,74.0,0.0,1.0,4.0,340.0,2.0,E ,96745,23-06
2014-06-24,27.0,32.3,29.1,74.0,0.0,0.2,3.0,70.0,1.0,E ,96745,24-06
2014-06-25,25.0,34.1,28.4,80.0,17.9,3.8,3.0,60.0,2.0,E ,96745,25-06
2014-06-26,24.0,28.0,26.4,85.0,0.5,0.0,2.0,40.0,1.0,NE,96745,26-06
2014-06-27,25.0,30.6,27.8,82.0,0.0,0.5,3.0,220.0,1.0,SW,96745,27-06
2014-06-28,25.0,31.0,27.8,78.0,0.0,,4.0,270.0,2.0,W ,96745,28-06
2014-06-29,26.0,32.3,28.3,78.0,0.0,2.5,3.0,90.0,2.0,N ,96745,29-06
2014-06-30,25.0,33.2,28.9,76.0,0.0,3.5,3.0,20.0,2.0,N ,96745,30-06
2014-07-01,26.0,32.6,28.8,70.0,0.0,4.2,3.0,100.0,2.0,E ,96745,01-07
2014-07-02,25.0,33.5,28.9,72.0,0.0,2.6,3.0,100.0,0.0,S ,96745,02-07
2014-07-03,25.0,33.4,28.8,71.0,0.0,3.0,4.0,320.0,1.0,N ,96745,03-07
2014-07-04,26.0,33.2,28.9,74.0,0.0,2.8,4.0,90.0,2.0,E ,96745,04-07
2014-07-05,26.0,32.8,29.6,74.0,,1.0,4.0,100.0,2.0,E ,96745,05-07
2014-07-06,24.0,29.4,27.3,85.0,38.4,0.0,3.0,210.0,1.0,E ,96745,06-07
2014-07-07,25.0,32.0,26.5,86.0,10.0,1.2,3.0,330.0,1.0,N ,96745,07-07
2014-07-08,25.0,32.2,28.3,78.0,0.0,2.0,3.0,320.0,1.0,NW,96745,08-07
2014-07-09,25.0,33.2,28.2,74.0,0.0,4.1,4.0,60.0,2.0,E ,96745,09-07
2014-07-10,25.0,33.8,29.0,73.0,0.0,3.0,5.0,90.0,3.0,E ,96745,10-07
2014-07-11,26.0,32.0,28.8,75.0,0.0,2.3,3.0,20.0,2.0,E ,96745,11-07
2014-07-12,25.0,32.2,26.8,85.0,46.0,1.8,3.0,110.0,1.0,E ,96745,12-07
2014-07-13,23.0,27.0,25.8,86.0,1.6,0.0,5.0,250.0,3.0,W ,96745,13-07
2014-07-14,24.0,34.2,28.2,65.0,0.0,4.2,4.0,290.0,2.0,W ,96745,14-07
2014-07-15,24.0,33.0,28.6,71.0,26.2,4.0,7.0,250.0,2.0,N ,96745,15-07
2014-07-16,25.0,31.8,26.9,86.0,17.1,2.3,3.0,300.0,0.0,NW,96745,16-07
2014-07-17,24.0,32.0,26.8,84.0,15.3,4.0,8.0,280.0,1.0,N ,96745,17-07
2014-07-18,25.0,32.0,27.6,79.0,0.0,3.0,3.0,360.0,2.0,N ,96745,18-07
2014-07-19,26.0,32.2,28.6,74.0,0.0,2.3,3.0,100.0,1.0,E ,96745,19-07
2014-07-20,24.0,32.6,29.1,74.0,31.8,4.1,4.0,70.0,2.0,E ,96745,20-07
2014-07-21,25.0,31.6,27.6,82.0,0.5,0.2,3.0,210.0,1.0,N ,96745,21-07
2014-07-22,25.0,33.0,28.8,76.0,4.2,3.5,4.0,360.0,2.0,S ,96745,22-07
2014-07-23,25.0,32.2,27.7,79.0,,1.4,3.0,140.0,1.0,N ,96745,23-07
2014-07-24,25.0,32.2,27.9,74.0,0.0,3.2,4.0,350.0,1.0,N ,96745,24-07
2014-07-25,25.0,31.0,27.2,81.0,8.6,0.6,3.0,70.0,1.0,N ,96745,25-07
2014-07-26,24.0,32.0,27.7,82.0,14.4,2.3,5.0,80.0,2.0,E ,96745,26-07
2014-07-27,25.0,31.6,27.9,82.0,0.0,1.7,2.0,100.0,0.0,E ,96745,27-07
2014-07-28,25.0,31.8,28.4,74.0,,1.8,3.0,180.0,2.0,S ,96745,28-07
2014-07-29,25.0,32.8,28.1,74.0,0.0,1.0,5.0,30.0,2.0,E ,96745,29-07
2014-07-30,25.0,33.6,28.8,70.0,0.0,4.4,4.0,80.0,3.0,S ,96745,30-07
2014-07-31,26.0,32.6,26.9,73.0,0.0,0.2,3.0,70.0,2.0,E ,96745,31-07
2014-08-01,26.0,33.2,28.9,70.0,0.0,4.8,3.0,360.0,1.0,N ,96745,01-08
2014-08-02,26.0,33.1,28.5,68.0,0.0,4.7,3.0,40.0,0.0,N ,96745,02-08
2014-08-03,26.0,32.6,28.8,74.0,,3.8,5.0,50.0,2.0,E ,96745,03-08
2014-08-04,25.0,33.2,28.5,74.0,0.0,4.4,5.0,90.0,2.0,E ,96745,04-08
2014-08-05,26.0,33.4,28.8,69.0,0.0,3.2,6.0,70.0,2.0,E ,96745,05-08
2014-08-06,25.0,33.2,29.1,68.0,0.0,5.8,9.0,80.0,3.0,E ,96745,06-08
2014-08-07,26.0,33.8,28.9,67.0,0.0,5.8,5.0,20.0,2.0,E ,96745,07-08
2014-08-08,25.0,33.2,28.7,73.0,0.0,4.5,4.0,90.0,1.0,E ,96745,08-08
2014-08-09,26.0,33.8,28.7,72.0,0.0,5.6,4.0,90.0,2.0,E ,96745,09-08
2014-08-10,26.0,34.0,28.8,70.0,0.0,5.0,4.0,80.0,2.0,E ,96745,10-08
2014-08-11,24.0,31.6,27.5,79.0,36.9,1.5,3.0,60.0,2.0,E ,96745,11-08
2014-08-12,25.0,33.6,27.7,77.0,0.0,5.5,4.0,340.0,1.0,E ,96745,12-08
2014-08-13,25.0,33.4,28.7,70.0,0.0,5.5,5.0,70.0,2.0,E ,96745,13-08
2014-08-14,25.0,33.4,29.1,70.0,0.0,6.4,4.0,80.0,2.0,E ,96745,14-08
2014-08-15,25.0,33.6,28.7,70.0,1.0,5.6,3.0,90.0,2.0,E ,96745,15-08
2014-08-16,25.0,33.2,28.3,70.0,0.0,1.0,3.0,360.0,2.0,E ,96745,16-08
2014-08-17,25.0,32.6,28.0,68.0,0.0,6.3,3.0,360.0,2.0,N ,96745,17-08
2014-08-18,25.0,33.4,29.0,65.0,0.0,6.5,4.0,90.0,2.0,E ,96745,18-08
2014-08-19,25.0,33.8,28.4,70.0,0.0,8.0,4.0,70.0,2.0,E ,96745,19-08
2014-08-20,26.0,32.6,28.6,71.0,0.0,7.4,4.0,350.0,2.0,N ,96745,20-08
2014-08-21,26.0,33.8,29.1,70.0,0.0,8.0,4.0,160.0,2.0,E ,96745,21-08
2014-08-22,25.0,33.6,28.8,74.0,0.0,8.0,5.0,90.0,2.0,E ,96745,22-08
2014-08-23,25.0,34.6,29.0,70.0,0.0,6.5,3.0,90.0,2.0,E ,96745,23-08
2014-08-24,26.0,33.4,29.5,53.0,0.0,,4.0,180.0,2.0,E ,96745,24-08
2014-08-25,25.0,33.8,29.6,70.0,0.0,8.0,4.0,80.0,2.0,E ,96745,25-08
2014-08-26,26.0,33.2,28.7,70.0,0.0,7.6,4.0,350.0,2.0,N ,96745,26-08
